block,card,alt,title,cost,nature,farmland,meals_nature,meals_farmland,access,distance,treatment,alt_id,card_id,card_dcreate,ind_id,pooled_card_id,ind_card_id,choice,asc,access_indicator,access_nature,access_farmland,access_distance,distance_nature,distance_farmland,distance_meals_nature,distance_meals_farmland
2,5,1,Project,50,40,80,0,12,Picnic Tables,15,near,21,11,25,152,11,911,1,0,1,40,80,15,600,1200,0,180
2,5,2,No Project,0,0,0,0,0,No Recreation,0,near,22,11,25,152,11,911,0,1,1,0,0,0,0,0,0,0
2,6,1,Project,20,80,40,0,6,No Recreation,25,near,23,12,28,152,12,912,1,0,1,80,40,25,2000,1000,0,150
2,6,2,No Project,0,0,0,0,0,No Recreation,0,near,24,12,28,152,12,912,0,1,1,0,0,0,0,0,0,0
3,1,1,Project,100,80,80,12,6,Maintained Trails,10,near,25,13,10,153,13,913,0,0,1,80,80,10,800,800,120,60
3,1,2,No Project,0,0,0,0,0,No Recreation,0,near,26,13,10,153,13,913,1,1,1,0,0,0,0,0,0,0
3,2,1,Project,500,120,40,6,12,Maintained Trails,10,near,27,14,13,153,14,914,1,0,1,120,40,10,1200,400,60,120
3,2,2,No Project,0,0,0,0,0,No Recreation,0,near,28,14,13,153,14,914,0,1,1,0,0,0,0,0,0,0
3,3,1,Project,5,40,40,12,0,Trails and Tables,10,near,29,15,18,153,15,915,1,0,1,40,40,10,400,400,120,0
3,3,2,No Project,0,0,0,0,0,No Recreation,0,near,30,15,18,153,15,915,0,1,1,0,0,0,0,0,0,0
3,4,1,Project,50,120,120,2,6,Trails and Tables,10,near,31,16,22,153,16,916,1,0,1,120,120,10,1200,1200,20,60
3,4,2,No Project,0,0,0,0,0,No Recreation,0,near,32,16,22,153,16,916,0,1,1,0,0,0,0,0,0,0
3,5,1,Project,1000,40,120,6,6,No Recreation,10,near,33,17,23,153,17,917,1,0,1,40,120,10,400,1200,60,60
3,5,2,No Project,0,0,0,0,0,No Recreation,0,near,34,17,23,153,17,917,0,1,1,0,0,0,0,0,0,0
3,6,1,Project,1000,120,40,12,2,Picnic Tables,15,near,35,18,30,153,18,918,0,0,1,120,40,15,1800,600,180,30
3,6,2,No Project,0,0,0,0,0,No Recreation,0,near,36,18,30,153,18,918,1,1,1,0,0,0,0,0,0,0
4,1,1,Project,5,0,80,0,12,No Recreation,25,near,37,19,1,154,19,919,0,0,1,0,80,25,0,2000,0,300
4,1,2,No Project,0,0,0,0,0,No Recreation,0,near,38,19,1,154,19,919,1,1,1,0,0,0,0,0,0,0
4,2,1,Project,50,0,40,0,0,Trails and Tables,25,near,39,20,2,154,20,920,0,0,1,0,40,25,0,1000,0,0
4,2,2,No Project,0,0,0,0,0,No Recreation,0,near,40,20,2,154,20,920,1,1,1,0,0,0,0,0,0,0
4,3,1,Project,500,120,0,12,0,Picnic Tables,25,near,41,21,3,154,21,921,0,0,1,120,0,25,3000,0,300,0
4,3,2,No Project,0,0,0,0,0,No Recreation,0,near,42,21,3,154,21,921,1,1,1,0,0,0,0,0,0,0
4,4,1,Project,100,80,120,6,0,Trails and Tables,15,near,43,22,14,154,22,922,1,0,1,80,120,15,1200,1800,90,0
4,4,2,No Project,0,0,0,0,0,No Recreation,0,near,44,22,14,154,22,922,0,1,1,0,0,0,0,0,0,0
4,5,1,Project,1000,80,120,0,0,Maintained Trails,10,near,45,23,20,154,23,923,0,0,1,80,120,10,800,1200,0,0
4,5,2,No Project,0,0,0,0,0,No Recreation,0,near,46,23,20,154,23,923,1,1,1,0,0,0,0,0,0,0
4,6,1,Project,5,0,120,0,6,Maintained Trails,15,near,47,24,24,154,24,924,1,0,1,0,120,15,0,1800,0,90
4,6,2,No Project,0,0,0,0,0,No Recreation,0,near,48,24,24,154,24,924,0,1,1,0,0,0,0,0,0,0
5,1,1,Project,5,80,40,12,2,Trails and Tables,25,near,49,25,4,155,25,925,0,0,1,80,40,25,2000,1000,300,50
5,1,2,No Project,0,0,0,0,0,No Recreation,0,near,50,25,4,155,25,925,1,1,1,0,0,0,0,0,0,0
5,2,1,Project,20,40,120,12,0,No Recreation,25,near,51,26,7,155,26,926,1,0,1,40,120,25,1000,3000,300,0
5,2,2,No Project,0,0,0,0,0,No Recreation,0,near,52,26,7,155,26,926,0,1,1,0,0,0,0,0,0,0
5,3,1,Project,500,80,120,2,12,Picnic Tables,25,near,53,27,11,155,27,927,0,0,1,80,120,25,2000,3000,50,300
5,3,2,No Project,0,0,0,0,0,No Recreation,0,near,54,27,11,155,27,927,1,1,1,0,0,0,0,0,0,0
5,4,1,Project,1000,0,80,0,12,Trails and Tables,10,near,55,28,16,155,28,928,0,0,1,0,80,10,0,800,0,120
5,4,2,No Project,0,0,0,0,0,No Recreation,0,near,56,28,16,155,28,928,1,1,1,0,0,0,0,0,0,0
5,5,1,Project,50,80,0,2,0,No Recreation,10,near,57,29,17,155,29,929,0,0,1,80,0,10,800,0,20,0
5,5,2,No Project,0,0,0,0,0,No Recreation,0,near,58,29,17,155,29,929,1,1,1,0,0,0,0,0,0,0
5,6,1,Project,20,120,80,6,2,Picnic Tables,10,near,59,30,21,155,30,930,0,0,1,120,80,10,1200,800,60,20
5,6,2,No Project,0,0,0,0,0,No Recreation,0,near,60,30,21,155,30,930,1,1,1,0,0,0,0,0,0,0
1,1,1,Project,20,120,120,12,12,Trails and Tables,25,near,1,1,5,156,1,931,0,0,1,120,120,25,3000,3000,300,300
1,1,2,No Project,0,0,0,0,0,No Recreation,0,near,2,1,5,156,1,931,1,1,1,0,0,0,0,0,0,0
1,2,1,Project,100,0,120,0,2,No Recreation,10,near,3,2,8,156,2,932,1,0,1,0,120,10,0,1200,0,20
1,2,2,No Project,0,0,0,0,0,No Recreation,0,near,4,2,8,156,2,932,0,1,1,0,0,0,0,0,0,0
1,3,1,Project,500,40,120,0,2,Trails and Tables,25,near,5,3,15,156,3,933,0,0,1,40,120,25,1000,3000,0,50
1,3,2,No Project,0,0,0,0,0,No Recreation,0,near,6,3,15,156,3,933,1,1,1,0,0,0,0,0,0,0
1,4,1,Project,500,120,80,2,0,No Recreation,15,near,7,4,26,156,4,934,0,0,1,120,80,15,1800,1200,30,0
1,4,2,No Project,0,0,0,0,0,No Recreation,0,near,8,4,26,156,4,934,1,1,1,0,0,0,0,0,0,0
1,5,1,Project,50,120,120,6,12,No Recreation,25,near,9,5,27,156,5,935,0,0,1,120,120,25,3000,3000,150,300
1,5,2,No Project,0,0,0,0,0,No Recreation,0,near,10,5,27,156,5,935,1,1,1,0,0,0,0,0,0,0
1,6,1,Project,100,120,40,0,6,Picnic Tables,10,near,11,6,29,156,6,936,0,0,1,120,40,10,1200,400,0,60
1,6,2,No Project,0,0,0,0,0,No Recreation,0,near,12,6,29,156,6,936,1,1,1,0,0,0,0,0,0,0
2,1,1,Project,20,120,0,0,0,Trails and Tables,15,near,13,7,6,157,7,937,1,0,1,120,0,15,1800,0,0,0
2,1,2,No Project,0,0,0,0,0,No Recreation,0,near,14,7,6,157,7,937,0,1,1,0,0,0,0,0,0,0
2,2,1,Project,100,40,40,2,12,Maintained Trails,25,near,15,8,9,157,8,938,1,0,1,40,40,25,1000,1000,50,300
2,2,2,No Project,0,0,0,0,0,No Recreation,0,near,16,8,9,157,8,938,0,1,1,0,0,0,0,0,0,0
2,3,1,Project,5,120,120,2,0,Maintained Trails,25,near,17,9,12,157,9,939,0,0,1,120,120,25,3000,3000,50,0
2,3,2,No Project,0,0,0,0,0,No Recreation,0,near,18,9,12,157,9,939,1,1,1,0,0,0,0,0,0,0
2,4,1,Project,5,120,120,12,12,No Recreation,10,near,19,10,19,157,10,940,0,0,1,120,120,10,1200,1200,120,120
2,4,2,No Project,0,0,0,0,0,No Recreation,0,near,20,10,19,157,10,940,1,1,1,0,0,0,0,0,0,0
2,5,1,Project,50,40,80,0,12,Picnic Tables,15,near,21,11,25,157,11,941,1,0,1,40,80,15,600,1200,0,180
2,5,2,No Project,0,0,0,0,0,No Recreation,0,near,22,11,25,157,11,941,0,1,1,0,0,0,0,0,0,0
2,6,1,Project,20,80,40,0,6,No Recreation,25,near,23,12,28,157,12,942,1,0,1,80,40,25,2000,1000,0,150
2,6,2,No Project,0,0,0,0,0,No Recreation,0,near,24,12,28,157,12,942,0,1,1,0,0,0,0,0,0,0
3,1,1,Project,100,80,80,12,6,Maintained Trails,10,near,25,13,10,158,13,943,1,0,1,80,80,10,800,800,120,60
3,1,2,No Project,0,0,0,0,0,No Recreation,0,near,26,13,10,158,13,943,0,1,1,0,0,0,0,0,0,0
3,2,1,Project,500,120,40,6,12,Maintained Trails,10,near,27,14,13,158,14,944,1,0,1,120,40,10,1200,400,60,120
3,2,2,No Project,0,0,0,0,0,No Recreation,0,near,28,14,13,158,14,944,0,1,1,0,0,0,0,0,0,0
3,3,1,Project,5,40,40,12,0,Trails and Tables,10,near,29,15,18,158,15,945,1,0,1,40,40,10,400,400,120,0
3,3,2,No Project,0,0,0,0,0,No Recreation,0,near,30,15,18,158,15,945,0,1,1,0,0,0,0,0,0,0
3,4,1,Project,50,120,120,2,6,Trails and Tables,10,near,31,16,22,158,16,946,0,0,1,120,120,10,1200,1200,20,60
3,4,2,No Project,0,0,0,0,0,No Recreation,0,near,32,16,22,158,16,946,1,1,1,0,0,0,0,0,0,0
3,5,1,Project,1000,40,120,6,6,No Recreation,10,near,33,17,23,158,17,947,1,0,1,40,120,10,400,1200,60,60
3,5,2,No Project,0,0,0,0,0,No Recreation,0,near,34,17,23,158,17,947,0,1,1,0,0,0,0,0,0,0
3,6,1,Project,1000,120,40,12,2,Picnic Tables,15,near,35,18,30,158,18,948,0,0,1,120,40,15,1800,600,180,30
3,6,2,No Project,0,0,0,0,0,No Recreation,0,near,36,18,30,158,18,948,1,1,1,0,0,0,0,0,0,0
4,1,1,Project,5,0,80,0,12,No Recreation,25,near,37,19,1,159,19,949,1,0,1,0,80,25,0,2000,0,300
4,1,2,No Project,0,0,0,0,0,No Recreation,0,near,38,19,1,159,19,949,0,1,1,0,0,0,0,0,0,0
4,2,1,Project,50,0,40,0,0,Trails and Tables,25,near,39,20,2,159,20,950,1,0,1,0,40,25,0,1000,0,0
4,2,2,No Project,0,0,0,0,0,No Recreation,0,near,40,20,2,159,20,950,0,1,1,0,0,0,0,0,0,0
4,3,1,Project,500,120,0,12,0,Picnic Tables,25,near,41,21,3,159,21,951,0,0,1,120,0,25,3000,0,300,0
4,3,2,No Project,0,0,0,0,0,No Recreation,0,near,42,21,3,159,21,951,1,1,1,0,0,0,0,0,0,0
4,4,1,Project,100,80,120,6,0,Trails and Tables,15,near,43,22,14,159,22,952,0,0,1,80,120,15,1200,1800,90,0
4,4,2,No Project,0,0,0,0,0,No Recreation,0,near,44,22,14,159,22,952,1,1,1,0,0,0,0,0,0,0
4,5,1,Project,1000,80,120,0,0,Maintained Trails,10,near,45,23,20,159,23,953,0,0,1,80,120,10,800,1200,0,0
4,5,2,No Project,0,0,0,0,0,No Recreation,0,near,46,23,20,159,23,953,1,1,1,0,0,0,0,0,0,0
4,6,1,Project,5,0,120,0,6,Maintained Trails,15,near,47,24,24,159,24,954,1,0,1,0,120,15,0,1800,0,90
4,6,2,No Project,0,0,0,0,0,No Recreation,0,near,48,24,24,159,24,954,0,1,1,0,0,0,0,0,0,0
5,1,1,Project,5,80,40,12,2,Trails and Tables,25,near,49,25,4,160,25,955,0,0,1,80,40,25,2000,1000,300,50
5,1,2,No Project,0,0,0,0,0,No Recreation,0,near,50,25,4,160,25,955,1,1,1,0,0,0,0,0,0,0
5,2,1,Project,20,40,120,12,0,No Recreation,25,near,51,26,7,160,26,956,1,0,1,40,120,25,1000,3000,300,0
5,2,2,No Project,0,0,0,0,0,No Recreation,0,near,52,26,7,160,26,956,0,1,1,0,0,0,0,0,0,0
5,3,1,Project,500,80,120,2,12,Picnic Tables,25,near,53,27,11,160,27,957,0,0,1,80,120,25,2000,3000,50,300
5,3,2,No Project,0,0,0,0,0,No Recreation,0,near,54,27,11,160,27,957,1,1,1,0,0,0,0,0,0,0
5,4,1,Project,1000,0,80,0,12,Trails and Tables,10,near,55,28,16,160,28,958,0,0,1,0,80,10,0,800,0,120
5,4,2,No Project,0,0,0,0,0,No Recreation,0,near,56,28,16,160,28,958,1,1,1,0,0,0,0,0,0,0
5,5,1,Project,50,80,0,2,0,No Recreation,10,near,57,29,17,160,29,959,0,0,1,80,0,10,800,0,20,0
5,5,2,No Project,0,0,0,0,0,No Recreation,0,near,58,29,17,160,29,959,1,1,1,0,0,0,0,0,0,0
5,6,1,Project,20,120,80,6,2,Picnic Tables,10,near,59,30,21,160,30,960,1,0,1,120,80,10,1200,800,60,20
5,6,2,No Project,0,0,0,0,0,No Recreation,0,near,60,30,21,160,30,960,0,1,1,0,0,0,0,0,0,0
1,1,1,Project,20,120,120,12,12,Trails and Tables,25,near,1,1,5,161,1,961,1,0,1,120,120,25,3000,3000,300,300
1,1,2,No Project,0,0,0,0,0,No Recreation,0,near,2,1,5,161,1,961,0,1,1,0,0,0,0,0,0,0
1,2,1,Project,100,0,120,0,2,No Recreation,10,near,3,2,8,161,2,962,0,0,1,0,120,10,0,1200,0,20
1,2,2,No Project,0,0,0,0,0,No Recreation,0,near,4,2,8,161,2,962,1,1,1,0,0,0,0,0,0,0
1,3,1,Project,500,40,120,0,2,Trails and Tables,25,near,5,3,15,161,3,963,0,0,1,40,120,25,1000,3000,0,50
1,3,2,No Project,0,0,0,0,0,No Recreation,0,near,6,3,15,161,3,963,1,1,1,0,0,0,0,0,0,0
1,4,1,Project,500,120,80,2,0,No Recreation,15,near,7,4,26,161,4,964,0,0,1,120,80,15,1800,1200,30,0
1,4,2,No Project,0,0,0,0,0,No Recreation,0,near,8,4,26,161,4,964,1,1,1,0,0,0,0,0,0,0
1,5,1,Project,50,120,120,6,12,No Recreation,25,near,9,5,27,161,5,965,0,0,1,120,120,25,3000,3000,150,300
1,5,2,No Project,0,0,0,0,0,No Recreation,0,near,10,5,27,161,5,965,1,1,1,0,0,0,0,0,0,0
1,6,1,Project,100,120,40,0,6,Picnic Tables,10,near,11,6,29,161,6,966,0,0,1,120,40,10,1200,400,0,60
1,6,2,No Project,0,0,0,0,0,No Recreation,0,near,12,6,29,161,6,966,1,1,1,0,0,0,0,0,0,0
2,1,1,Project,20,120,0,0,0,Trails and Tables,15,near,13,7,6,162,7,967,0,0,1,120,0,15,1800,0,0,0
2,1,2,No Project,0,0,0,0,0,No Recreation,0,near,14,7,6,162,7,967,1,1,1,0,0,0,0,0,0,0
2,2,1,Project,100,40,40,2,12,Maintained Trails,25,near,15,8,9,162,8,968,0,0,1,40,40,25,1000,1000,50,300
2,2,2,No Project,0,0,0,0,0,No Recreation,0,near,16,8,9,162,8,968,1,1,1,0,0,0,0,0,0,0
2,3,1,Project,5,120,120,2,0,Maintained Trails,25,near,17,9,12,162,9,969,1,0,1,120,120,25,3000,3000,50,0
2,3,2,No Project,0,0,0,0,0,No Recreation,0,near,18,9,12,162,9,969,0,1,1,0,0,0,0,0,0,0
2,4,1,Project,5,120,120,12,12,No Recreation,10,near,19,10,19,162,10,970,0,0,1,120,120,10,1200,1200,120,120
2,4,2,No Project,0,0,0,0,0,No Recreation,0,near,20,10,19,162,10,970,1,1,1,0,0,0,0,0,0,0
2,5,1,Project,50,40,80,0,12,Picnic Tables,15,near,21,11,25,162,11,971,1,0,1,40,80,15,600,1200,0,180
2,5,2,No Project,0,0,0,0,0,No Recreation,0,near,22,11,25,162,11,971,0,1,1,0,0,0,0,0,0,0
2,6,1,Project,20,80,40,0,6,No Recreation,25,near,23,12,28,162,12,972,1,0,1,80,40,25,2000,1000,0,150
2,6,2,No Project,0,0,0,0,0,No Recreation,0,near,24,12,28,162,12,972,0,1,1,0,0,0,0,0,0,0
3,1,1,Project,100,80,80,12,6,Maintained Trails,10,near,25,13,10,163,13,973,0,0,1,80,80,10,800,800,120,60
3,1,2,No Project,0,0,0,0,0,No Recreation,0,near,26,13,10,163,13,973,1,1,1,0,0,0,0,0,0,0
3,2,1,Project,500,120,40,6,12,Maintained Trails,10,near,27,14,13,163,14,974,0,0,1,120,40,10,1200,400,60,120
3,2,2,No Project,0,0,0,0,0,No Recreation,0,near,28,14,13,163,14,974,1,1,1,0,0,0,0,0,0,0
3,3,1,Project,5,40,40,12,0,Trails and Tables,10,near,29,15,18,163,15,975,1,0,1,40,40,10,400,400,120,0
3,3,2,No Project,0,0,0,0,0,No Recreation,0,near,30,15,18,163,15,975,0,1,1,0,0,0,0,0,0,0
3,4,1,Project,50,120,120,2,6,Trails and Tables,10,near,31,16,22,163,16,976,0,0,1,120,120,10,1200,1200,20,60
3,4,2,No Project,0,0,0,0,0,No Recreation,0,near,32,16,22,163,16,976,1,1,1,0,0,0,0,0,0,0
3,5,1,Project,1000,40,120,6,6,No Recreation,10,near,33,17,23,163,17,977,0,0,1,40,120,10,400,1200,60,60
3,5,2,No Project,0,0,0,0,0,No Recreation,0,near,34,17,23,163,17,977,1,1,1,0,0,0,0,0,0,0
3,6,1,Project,1000,120,40,12,2,Picnic Tables,15,near,35,18,30,163,18,978,0,0,1,120,40,15,1800,600,180,30
3,6,2,No Project,0,0,0,0,0,No Recreation,0,near,36,18,30,163,18,978,1,1,1,0,0,0,0,0,0,0
4,1,1,Project,5,0,80,0,12,No Recreation,25,near,37,19,1,164,19,979,1,0,1,0,80,25,0,2000,0,300
4,1,2,No Project,0,0,0,0,0,No Recreation,0,near,38,19,1,164,19,979,0,1,1,0,0,0,0,0,0,0
4,2,1,Project,50,0,40,0,0,Trails and Tables,25,near,39,20,2,164,20,980,0,0,1,0,40,25,0,1000,0,0
4,2,2,No Project,0,0,0,0,0,No Recreation,0,near,40,20,2,164,20,980,1,1,1,0,0,0,0,0,0,0
4,3,1,Project,500,120,0,12,0,Picnic Tables,25,near,41,21,3,164,21,981,0,0,1,120,0,25,3000,0,300,0
4,3,2,No Project,0,0,0,0,0,No Recreation,0,near,42,21,3,164,21,981,1,1,1,0,0,0,0,0,0,0
4,4,1,Project,100,80,120,6,0,Trails and Tables,15,near,43,22,14,164,22,982,0,0,1,80,120,15,1200,1800,90,0
4,4,2,No Project,0,0,0,0,0,No Recreation,0,near,44,22,14,164,22,982,1,1,1,0,0,0,0,0,0,0
4,5,1,Project,1000,80,120,0,0,Maintained Trails,10,near,45,23,20,164,23,983,0,0,1,80,120,10,800,1200,0,0
4,5,2,No Project,0,0,0,0,0,No Recreation,0,near,46,23,20,164,23,983,1,1,1,0,0,0,0,0,0,0
4,6,1,Project,5,0,120,0,6,Maintained Trails,15,near,47,24,24,164,24,984,1,0,1,0,120,15,0,1800,0,90
4,6,2,No Project,0,0,0,0,0,No Recreation,0,near,48,24,24,164,24,984,0,1,1,0,0,0,0,0,0,0
5,1,1,Project,5,80,40,12,2,Trails and Tables,25,near,49,25,4,165,25,985,0,0,1,80,40,25,2000,1000,300,50
5,1,2,No Project,0,0,0,0,0,No Recreation,0,near,50,25,4,165,25,985,1,1,1,0,0,0,0,0,0,0
5,2,1,Project,20,40,120,12,0,No Recreation,25,near,51,26,7,165,26,986,1,0,1,40,120,25,1000,3000,300,0
5,2,2,No Project,0,0,0,0,0,No Recreation,0,near,52,26,7,165,26,986,0,1,1,0,0,0,0,0,0,0
5,3,1,Project,500,80,120,2,12,Picnic Tables,25,near,53,27,11,165,27,987,0,0,1,80,120,25,2000,3000,50,300
5,3,2,No Project,0,0,0,0,0,No Recreation,0,near,54,27,11,165,27,987,1,1,1,0,0,0,0,0,0,0
5,4,1,Project,1000,0,80,0,12,Trails and Tables,10,near,55,28,16,165,28,988,0,0,1,0,80,10,0,800,0,120
5,4,2,No Project,0,0,0,0,0,No Recreation,0,near,56,28,16,165,28,988,1,1,1,0,0,0,0,0,0,0
5,5,1,Project,50,80,0,2,0,No Recreation,10,near,57,29,17,165,29,989,1,0,1,80,0,10,800,0,20,0
5,5,2,No Project,0,0,0,0,0,No Recreation,0,near,58,29,17,165,29,989,0,1,1,0,0,0,0,0,0,0
5,6,1,Project,20,120,80,6,2,Picnic Tables,10,near,59,30,21,165,30,990,0,0,1,120,80,10,1200,800,60,20
5,6,2,No Project,0,0,0,0,0,No Recreation,0,near,60,30,21,165,30,990,1,1,1,0,0,0,0,0,0,0
1,1,1,Project,20,120,120,12,12,Trails and Tables,25,near,1,1,5,166,1,991,1,0,1,120,120,25,3000,3000,300,300
1,1,2,No Project,0,0,0,0,0,No Recreation,0,near,2,1,5,166,1,991,0,1,1,0,0,0,0,0,0,0
1,2,1,Project,100,0,120,0,2,No Recreation,10,near,3,2,8,166,2,992,1,0,1,0,120,10,0,1200,0,20
1,2,2,No Project,0,0,0,0,0,No Recreation,0,near,4,2,8,166,2,992,0,1,1,0,0,0,0,0,0,0
1,3,1,Project,500,40,120,0,2,Trails and Tables,25,near,5,3,15,166,3,993,0,0,1,40,120,25,1000,3000,0,50
1,3,2,No Project,0,0,0,0,0,No Recreation,0,near,6,3,15,166,3,993,1,1,1,0,0,0,0,0,0,0
1,4,1,Project,500,120,80,2,0,No Recreation,15,near,7,4,26,166,4,994,0,0,1,120,80,15,1800,1200,30,0
1,4,2,No Project,0,0,0,0,0,No Recreation,0,near,8,4,26,166,4,994,1,1,1,0,0,0,0,0,0,0
1,5,1,Project,50,120,120,6,12,No Recreation,25,near,9,5,27,166,5,995,0,0,1,120,120,25,3000,3000,150,300
1,5,2,No Project,0,0,0,0,0,No Recreation,0,near,10,5,27,166,5,995,1,1,1,0,0,0,0,0,0,0
1,6,1,Project,100,120,40,0,6,Picnic Tables,10,near,11,6,29,166,6,996,0,0,1,120,40,10,1200,400,0,60
1,6,2,No Project,0,0,0,0,0,No Recreation,0,near,12,6,29,166,6,996,1,1,1,0,0,0,0,0,0,0
2,1,1,Project,20,120,0,0,0,Trails and Tables,15,near,13,7,6,167,7,997,0,0,1,120,0,15,1800,0,0,0
2,1,2,No Project,0,0,0,0,0,No Recreation,0,near,14,7,6,167,7,997,1,1,1,0,0,0,0,0,0,0
2,2,1,Project,100,40,40,2,12,Maintained Trails,25,near,15,8,9,167,8,998,1,0,1,40,40,25,1000,1000,50,300
2,2,2,No Project,0,0,0,0,0,No Recreation,0,near,16,8,9,167,8,998,0,1,1,0,0,0,0,0,0,0
2,3,1,Project,5,120,120,2,0,Maintained Trails,25,near,17,9,12,167,9,999,1,0,1,120,120,25,3000,3000,50,0
2,3,2,No Project,0,0,0,0,0,No Recreation,0,near,18,9,12,167,9,999,0,1,1,0,0,0,0,0,0,0
2,4,1,Project,5,120,120,12,12,No Recreation,10,near,19,10,19,167,10,1000,0,0,1,120,120,10,1200,1200,120,120
2,4,2,No Project,0,0,0,0,0,No Recreation,0,near,20,10,19,167,10,1000,1,1,1,0,0,0,0,0,0,0
2,5,1,Project,50,40,80,0,12,Picnic Tables,15,near,21,11,25,167,11,1001,0,0,1,40,80,15,600,1200,0,180
2,5,2,No Project,0,0,0,0,0,No Recreation,0,near,22,11,25,167,11,1001,1,1,1,0,0,0,0,0,0,0
2,6,1,Project,20,80,40,0,6,No Recreation,25,near,23,12,28,167,12,1002,0,0,1,80,40,25,2000,1000,0,150
2,6,2,No Project,0,0,0,0,0,No Recreation,0,near,24,12,28,167,12,1002,1,1,1,0,0,0,0,0,0,0
3,1,1,Project,100,80,80,12,6,Maintained Trails,10,near,25,13,10,168,13,1003,1,0,1,80,80,10,800,800,120,60
3,1,2,No Project,0,0,0,0,0,No Recreation,0,near,26,13,10,168,13,1003,0,1,1,0,0,0,0,0,0,0
3,2,1,Project,500,120,40,6,12,Maintained Trails,10,near,27,14,13,168,14,1004,1,0,1,120,40,10,1200,400,60,120
3,2,2,No Project,0,0,0,0,0,No Recreation,0,near,28,14,13,168,14,1004,0,1,1,0,0,0,0,0,0,0
3,3,1,Project,5,40,40,12,0,Trails and Tables,10,near,29,15,18,168,15,1005,0,0,1,40,40,10,400,400,120,0
3,3,2,No Project,0,0,0,0,0,No Recreation,0,near,30,15,18,168,15,1005,1,1,1,0,0,0,0,0,0,0
3,4,1,Project,50,120,120,2,6,Trails and Tables,10,near,31,16,22,168,16,1006,0,0,1,120,120,10,1200,1200,20,60
3,4,2,No Project,0,0,0,0,0,No Recreation,0,near,32,16,22,168,16,1006,1,1,1,0,0,0,0,0,0,0
3,5,1,Project,1000,40,120,6,6,No Recreation,10,near,33,17,23,168,17,1007,0,0,1,40,120,10,400,1200,60,60
3,5,2,No Project,0,0,0,0,0,No Recreation,0,near,34,17,23,168,17,1007,1,1,1,0,0,0,0,0,0,0
3,6,1,Project,1000,120,40,12,2,Picnic Tables,15,near,35,18,30,168,18,1008,1,0,1,120,40,15,1800,600,180,30
3,6,2,No Project,0,0,0,0,0,No Recreation,0,near,36,18,30,168,18,1008,0,1,1,0,0,0,0,0,0,0
4,1,1,Project,5,0,80,0,12,No Recreation,25,near,37,19,1,169,19,1009,0,0,1,0,80,25,0,2000,0,300
4,1,2,No Project,0,0,0,0,0,No Recreation,0,near,38,19,1,169,19,1009,1,1,1,0,0,0,0,0,0,0
4,2,1,Project,50,0,40,0,0,Trails and Tables,25,near,39,20,2,169,20,1010,0,0,1,0,40,25,0,1000,0,0
4,2,2,No Project,0,0,0,0,0,No Recreation,0,near,40,20,2,169,20,1010,1,1,1,0,0,0,0,0,0,0
4,3,1,Project,500,120,0,12,0,Picnic Tables,25,near,41,21,3,169,21,1011,1,0,1,120,0,25,3000,0,300,0
4,3,2,No Project,0,0,0,0,0,No Recreation,0,near,42,21,3,169,21,1011,0,1,1,0,0,0,0,0,0,0
4,4,1,Project,100,80,120,6,0,Trails and Tables,15,near,43,22,14,169,22,1012,1,0,1,80,120,15,1200,1800,90,0
4,4,2,No Project,0,0,0,0,0,No Recreation,0,near,44,22,14,169,22,1012,0,1,1,0,0,0,0,0,0,0
4,5,1,Project,1000,80,120,0,0,Maintained Trails,10,near,45,23,20,169,23,1013,0,0,1,80,120,10,800,1200,0,0
4,5,2,No Project,0,0,0,0,0,No Recreation,0,near,46,23,20,169,23,1013,1,1,1,0,0,0,0,0,0,0
4,6,1,Project,5,0,120,0,6,Maintained Trails,15,near,47,24,24,169,24,1014,0,0,1,0,120,15,0,1800,0,90
4,6,2,No Project,0,0,0,0,0,No Recreation,0,near,48,24,24,169,24,1014,1,1,1,0,0,0,0,0,0,0
5,1,1,Project,5,80,40,12,2,Trails and Tables,25,near,49,25,4,170,25,1015,0,0,1,80,40,25,2000,1000,300,50
5,1,2,No Project,0,0,0,0,0,No Recreation,0,near,50,25,4,170,25,1015,1,1,1,0,0,0,0,0,0,0
5,2,1,Project,20,40,120,12,0,No Recreation,25,near,51,26,7,170,26,1016,0,0,1,40,120,25,1000,3000,300,0
5,2,2,No Project,0,0,0,0,0,No Recreation,0,near,52,26,7,170,26,1016,1,1,1,0,0,0,0,0,0,0
5,3,1,Project,500,80,120,2,12,Picnic Tables,25,near,53,27,11,170,27,1017,0,0,1,80,120,25,2000,3000,50,300
5,3,2,No Project,0,0,0,0,0,No Recreation,0,near,54,27,11,170,27,1017,1,1,1,0,0,0,0,0,0,0
5,4,1,Project,1000,0,80,0,12,Trails and Tables,10,near,55,28,16,170,28,1018,1,0,1,0,80,10,0,800,0,120
5,4,2,No Project,0,0,0,0,0,No Recreation,0,near,56,28,16,170,28,1018,0,1,1,0,0,0,0,0,0,0
5,5,1,Project,50,80,0,2,0,No Recreation,10,near,57,29,17,170,29,1019,1,0,1,80,0,10,800,0,20,0
5,5,2,No Project,0,0,0,0,0,No Recreation,0,near,58,29,17,170,29,1019,0,1,1,0,0,0,0,0,0,0
5,6,1,Project,20,120,80,6,2,Picnic Tables,10,near,59,30,21,170,30,1020,0,0,1,120,80,10,1200,800,60,20
